,v_acidity,chlorides,t_s_dioxide,density,alcohol,red,quality
2266,0.22,0.036000000000000004,195.0,0.9908,12.5,0,6
2267,0.14,0.047,173.0,0.9925,10.0,0,6
2268,0.24,0.047,211.0,0.9966,9.3,0,5
2269,0.42,0.057999999999999996,199.0,0.9972,9.3,0,6
2270,0.28,0.038,101.0,0.9912,11.6,0,6
2271,0.32,0.039,150.0,0.995,12.5,0,8
2272,0.31,0.038,130.0,0.9928,10.6,0,6
2273,0.32,0.047,206.0,0.9968,9.4,0,5
2274,0.28,0.055999999999999994,201.0,0.9955,9.1,0,6
2275,0.29,0.057,224.0,0.9981,9.0,0,6
2276,0.32,0.033,94.0,0.991,11.8,0,7
2278,0.32,0.033,94.0,0.991,11.8,0,7
2279,0.28,0.043,159.0,0.992,10.0,0,5
2280,0.34,0.057999999999999996,171.0,0.9931,9.7,0,5
2281,0.25,0.052000000000000005,165.0,0.997,9.5,0,6
2282,0.27,0.24,174.0,0.9948,9.4,0,5
2283,0.46,0.052000000000000005,183.0,0.9923,11.2,0,5
2284,0.36,0.051,201.0,0.9976,9.0,0,5
2285,0.22,0.043,114.0,0.9938,10.7,0,7
2286,0.67,0.29,193.0,0.9984,9.0,0,4
2287,0.28,0.044000000000000004,222.0,0.9972,9.1,0,6
2288,0.17,0.039,125.0,0.9922,10.8,0,7
2289,0.2,0.043,136.0,0.9935,10.1,0,4
2290,0.36,0.037000000000000005,198.0,0.9944,9.9,0,6
2291,0.36,0.036000000000000004,191.0,0.9942,9.8,0,5
2292,0.37,0.036000000000000004,185.0,0.9944,9.8,0,5
2293,0.29,0.040999999999999995,225.0,0.9997,9.5,0,6
2294,0.34,0.047,198.0,0.9977,9.5,0,5
2295,0.19,0.022000000000000002,94.0,0.9912,11.1,0,6
2296,0.31,0.039,204.0,0.9982,9.5,0,5
2298,0.31,0.042,204.0,0.9983,9.4,0,5
2299,0.4,0.042,197.0,0.998,9.7,0,5
2300,0.34,0.03,135.0,0.9894,13.9,0,7
2301,0.38,0.042,84.0,0.9927,10.1,0,4
2302,0.33,0.038,110.0,0.9917,10.5,0,6
2303,0.25,0.037000000000000005,115.0,0.9904,12.6,0,6
2304,0.27,0.032,41.0,0.993,10.9,0,5
2305,0.31,0.040999999999999995,218.0,0.9941,10.0,0,5
2306,0.18,0.046,166.0,0.9943,11.2,0,6
2307,0.2,0.05,130.0,0.99855,10.0,0,6
2308,0.47,0.044000000000000004,98.0,0.99345,9.2,0,5
2309,0.25,0.046,172.0,0.998,9.5,0,5
2310,0.27,0.035,128.0,0.9916,12.3,0,6
2312,0.31,0.04,213.0,0.99475,10.0,0,5
2313,0.39,0.038,187.0,0.99325,10.8,0,6
2314,0.21,0.038,150.0,0.9933,10.5,0,7
2316,0.42,0.048,221.0,0.9969,9.2,0,6
2317,0.27,0.042,157.0,1.0002,9.1,0,5
2318,0.29,0.042,127.0,0.9937,10.2,0,7
2319,0.29,0.053,178.0,0.99685,8.9,0,5
2320,0.3,0.046,182.0,0.99455,10.4,0,5
2321,0.31,0.032,128.0,0.9917,11.7,0,6
2322,0.33,0.02,89.0,0.99035,12.4,0,8
2323,0.3,0.027999999999999997,122.0,0.9914,10.9,0,7
2324,0.39,0.040999999999999995,136.0,0.99225,10.2,0,5
2325,0.24,0.038,114.0,0.99155,11.7,0,7
2326,0.21,0.057,101.0,0.9954,9.4,0,5
2327,0.16,0.043,157.0,0.99455,10.5,0,5
2328,0.33,0.185,188.0,0.9924,9.4,0,5
2329,0.23,0.042,139.0,0.99695,10.4,0,6
2330,0.25,0.044000000000000004,240.0,0.99655,9.5,0,6
2331,0.28,0.022000000000000002,49.0,0.9934,11.1,0,7
2332,0.25,0.052000000000000005,183.0,0.998,9.1,0,6
2334,0.38,0.04,191.0,0.9971,9.2,0,5
2336,0.25,0.038,129.0,0.9948,9.6,0,6
2338,0.21,0.021,142.0,0.99215,10.8,0,7
2339,0.39,0.022000000000000002,19.0,0.9915,12.6,0,3
2340,0.2,0.031,57.0,0.99115,11.0,0,6
2341,0.2,0.03,136.0,0.9932,10.2,0,6
2342,0.26,0.034,152.0,0.9977,9.4,0,5
2343,0.38,0.040999999999999995,160.0,0.99535,10.0,0,5
2344,0.2,0.022000000000000002,113.0,0.99165,12.2,0,6
2345,0.21,0.033,253.0,0.9953,10.5,0,6
2347,0.29,0.024,177.0,0.9928,11.5,0,6
2349,0.18,0.049,176.0,0.9958,9.8,0,6
2351,0.3,0.025,175.0,0.9928,11.4,0,6
2352,0.2,0.036000000000000004,167.0,0.9964,10.2,0,6
2353,0.2,0.038,160.0,0.9987,9.4,0,6
2354,0.35,0.11,138.0,0.9932,9.1,0,5
2355,0.28,0.032,107.0,0.9907,12.2,0,7
2356,0.25,0.055999999999999994,175.0,0.99755,9.5,0,5
2357,0.22,0.051,178.0,0.99935,9.3,0,6
2358,0.14,0.051,136.0,0.9932,9.8,0,7
2359,0.13,0.047,134.0,0.9932,9.8,0,7
2360,0.2,0.05,173.0,0.99585,9.8,0,6
2361,0.24,0.057,247.0,1.00055,8.7,0,5
2362,0.44,0.039,128.0,0.9985,10.2,0,6
2363,0.3,0.042,168.0,0.99505,9.5,0,6
2364,0.27,0.05,135.0,0.992,11.0,0,6
2365,0.5,0.078,238.0,0.9988,9.2,0,5
2366,0.2,0.027999999999999997,46.0,0.99175,10.9,0,6
2367,0.11,0.043,113.0,0.9962,9.3,0,7
2369,0.12,0.045,120.0,0.9942,9.8,0,7
2370,0.16,0.13,140.0,0.9927,9.3,0,7
2371,0.21,0.135,144.0,0.9927,9.3,0,7
2372,0.27,0.039,172.0,0.99985,9.4,0,5
2373,0.27,0.035,124.0,0.997,10.4,0,9
2374,0.225,0.115,104.0,0.9918,12.1,0,6
2375,0.14,0.039,98.0,0.99215,11.0,0,6
2376,0.23,0.052000000000000005,197.0,0.99865,9.0,0,5
2378,0.22,0.053,178.0,0.9992,9.5,0,7
2380,0.17,0.053,145.0,1.0006,8.8,0,8
2382,0.395,0.042,55.0,0.99135,11.2,0,4
2383,0.29,0.055999999999999994,213.0,0.99715,9.3,0,6
2384,0.3,0.039,119.0,0.99815,9.3,0,6
2386,0.34,0.04,117.0,0.99815,9.2,0,6
2389,0.34,0.037000000000000005,116.0,0.9949,10.0,0,7
2390,0.24,0.033,92.0,0.99225,10.9,0,7
2392,0.46,0.046,144.0,0.99445,10.0,0,5
2393,0.32,0.049,173.0,0.99335,9.3,0,5
2394,0.31,0.05,157.0,0.99625,9.0,0,5
2395,0.42,0.054000000000000006,215.0,0.9971,9.2,0,6
2396,0.24,0.046,153.0,0.9983,9.6,0,6
2397,0.18,0.040999999999999995,113.0,0.99445,9.4,0,6
2398,0.18,0.036000000000000004,75.0,0.99085,11.1,0,8
2399,0.27,0.036000000000000004,161.0,0.9977,8.9,0,6
2401,0.28,0.048,222.0,0.9953,9.3,0,5
2403,0.39,0.044000000000000004,220.0,0.99775,9.3,0,5
2404,0.21,0.039,165.0,0.99795,9.8,0,7
2405,0.32,0.032,112.0,0.99505,9.8,0,6
2406,0.31,0.046,205.0,0.9975,9.6,0,5
2407,0.29,0.046,204.0,0.99745,9.6,0,6
2408,0.39,0.046,246.0,0.9976,9.0,0,6
2409,0.3,0.046,206.0,0.99775,9.5,0,6
2410,0.41,0.063,120.0,0.9932,9.2,0,6
2411,0.35,0.055,160.0,0.99405,9.1,0,7
2412,0.26,0.045,166.0,1.0,9.5,0,6
2413,0.35,0.07200000000000001,229.0,0.99785,10.5,0,6
2414,0.3,0.04,125.0,0.9939,9.0,0,5
2416,0.18,0.036000000000000004,77.0,0.9939,11.7,0,5
2418,0.56,0.034,133.0,0.99675,9.1,0,5
2420,0.36,0.021,85.0,0.98965,12.4,0,9
2421,0.655,0.071,212.0,0.9971,9.2,0,6
2422,0.18,0.053,104.0,0.99445,9.4,0,5
2423,0.19,0.047,117.0,0.9945,9.6,0,6
2424,0.21,0.042,167.0,0.9958,9.8,0,6
2425,0.25,0.046,155.0,0.9956,10.2,0,6
2426,0.24,0.031,139.0,0.99055,12.5,0,9
2427,0.16,0.044000000000000004,90.0,0.9959,10.9,0,7
2428,0.16,0.043,90.0,0.9925,11.0,0,7
2429,0.205,0.06,110.0,0.9963,10.5,0,6
2431,0.17,0.037000000000000005,161.0,0.9935,11.5,0,4
2432,0.3,0.044000000000000004,108.0,0.99105,12.8,0,8
2433,0.25,0.035,82.0,0.99045,12.2,0,6
2434,0.42,0.04,108.0,0.99155,12.8,0,8
2435,0.25,0.034,177.0,0.99085,11.9,0,8
2438,0.34,0.034,126.0,0.9924,12.0,0,7
2439,0.33,0.036000000000000004,126.0,0.9924,12.0,0,7
2440,0.23,0.044000000000000004,169.0,0.99975,8.8,0,7
2443,0.19,0.036000000000000004,101.0,0.99315,10.8,0,7
2445,0.21,0.034,118.0,0.9917,11.0,0,8
2447,0.22,0.035,153.0,0.99845,9.3,0,5
2448,0.34,0.026000000000000002,73.0,0.9921,10.8,0,5
2449,0.2,0.03,105.0,0.9909,11.5,0,6
2450,0.38,0.042,166.0,0.99855,9.4,0,5
2452,0.18,0.036000000000000004,117.0,0.9934,9.5,0,7
2455,0.34,0.039,151.0,0.9978,8.6,0,5
2457,0.2,0.038,116.0,0.9949,10.3,0,7
2458,0.4,0.042,169.0,0.9986,9.4,0,5
2459,0.22,0.038,149.0,0.99725,10.0,0,7
2460,0.3,0.17,166.0,0.9946,9.4,0,5
2461,0.27,0.03,103.0,0.99255,10.4,0,8
2462,0.25,0.040999999999999995,182.0,0.9996,9.1,0,7
2463,0.34,0.027999999999999997,163.0,0.9939,9.9,0,6
2464,0.28,0.028999999999999998,111.0,0.99,12.1,0,6
2465,0.33,0.027999999999999997,163.0,0.9937,9.9,0,5
2466,0.27,0.021,117.0,0.9886,12.5,0,6
2467,0.18,0.042,143.0,1.0,8.5,0,8
2468,0.28,0.04,173.0,0.9994,9.0,0,7
2469,0.24,0.037000000000000005,97.0,0.9926,10.1,0,6
2470,0.45,0.08,159.0,0.9956,9.4,0,5
2471,0.26,0.03,125.0,0.9915,10.7,0,6
2472,0.17,0.037000000000000005,33.0,0.9939,9.6,0,3
2473,0.15,0.028999999999999998,64.0,0.9932,10.1,0,5
2474,0.21,0.037000000000000005,141.0,0.993,10.0,0,7
2476,0.36,0.018000000000000002,119.0,0.9898,12.7,0,9
2477,0.28,0.11900000000000001,104.0,0.9921,10.2,0,6
2478,0.16,0.126,110.0,0.9932,8.9,0,6
2479,0.12,0.037000000000000005,111.0,0.9919,11.9,0,8
2480,0.36,0.04,121.0,0.9953,9.9,0,6
2481,0.26,0.022000000000000002,125.0,0.9928,11.5,0,6
2483,0.23,0.035,236.0,0.9976,9.8,0,6
2484,0.34,0.024,105.0,0.9906,12.2,0,7
2485,0.26,0.04,173.0,0.9918,11.4,0,6
2487,0.3,0.044000000000000004,90.0,0.99185,11.0,0,7
2489,0.31,0.046,166.0,0.9940000000000001,9.9,0,6
2490,0.26,0.031,114.0,0.9908,11.0,0,7
2492,0.26,0.036000000000000004,114.0,0.9928,9.4,0,5
2493,0.31,0.037000000000000005,128.0,0.9896,12.2,0,7
2494,0.19,0.043,67.0,0.9918,10.3,0,6
2495,0.18,0.047,242.0,0.9952,10.5,0,6
2496,0.29,0.044000000000000004,87.0,0.9923,10.5,0,6
2497,0.26,0.039,67.0,0.9915,10.9,0,6
2498,0.18,0.047,242.0,0.9952,10.5,0,6
2499,0.2,0.052000000000000005,145.0,0.9947,11.0,0,7
2500,0.29,0.046,113.0,0.9983,9.7,0,6
2501,0.28,0.048,229.0,0.9975,8.9,0,5
2502,0.31,0.047,206.0,0.995,9.6,0,6
2503,0.21,0.055999999999999994,159.0,0.9944,8.8,0,8
2504,0.19,0.047,101.0,0.9940000000000001,11.1,0,4
2505,0.27,0.048,72.0,0.9944,10.3,0,4
2506,0.25,0.036000000000000004,124.0,0.9908,12.2,0,8
2507,0.23,0.054000000000000006,159.0,0.99795,9.8,0,4
2508,0.24,0.049,217.0,0.9985,8.8,0,5
2509,0.33,0.04,144.0,0.99425,9.9,0,5
2510,0.33,0.042,143.0,0.99425,9.9,0,5
2511,0.34,0.040999999999999995,145.0,0.9943,9.9,0,5
2512,0.29,0.038,30.0,0.9924,9.2,0,5
2513,0.32,0.05,88.0,0.9946,9.5,0,4
2514,0.29,0.038,30.0,0.9924,9.2,0,5
2515,0.13,0.042,137.0,0.995,10.3,0,7
2516,0.3,0.037000000000000005,124.0,0.9919,11.0,0,6
2517,0.24,0.031,107.0,0.99,11.9,0,6
2518,0.18,0.04,107.0,0.9923,10.2,0,7
2519,0.11,0.057,144.0,0.9956,9.4,0,7
2520,0.32,0.036000000000000004,153.0,0.9978,8.9,0,6
2522,0.26,0.044000000000000004,215.0,0.9967,10.0,0,6
2523,0.28,0.044000000000000004,152.0,0.9934,10.7,0,8
2524,0.27,0.047,100.0,0.9936,9.8,0,5
2525,0.595,0.042,80.0,0.9932,9.3,0,5
2526,0.25,0.057,173.0,0.9934,9.5,0,7
2527,0.25,0.055,179.0,0.998,10.0,0,5
2528,0.36,0.044000000000000004,115.0,0.9978,9.0,0,5
2530,0.17,0.017,84.0,0.9929,11.9,0,7
2531,0.26,0.033,230.0,0.9974,8.9,0,5
2532,0.26,0.046,225.0,0.99685,10.0,0,6
2533,0.29,0.037000000000000005,205.0,0.99495,9.6,0,5
2534,0.28,0.039,233.0,0.99745,8.9,0,5
2535,0.27,0.040999999999999995,230.0,0.99505,8.9,0,5
2536,0.43,0.048,67.0,0.992,11.4,0,5
2537,0.35,0.044000000000000004,244.0,0.9956,10.0,0,6
2538,0.24,0.044000000000000004,194.0,0.9982,9.6,0,7
2539,0.34,0.034,197.0,0.99485,9.7,0,5
2540,0.27,0.037000000000000005,212.0,0.9971,9.5,0,6
2541,0.415,0.039,88.0,0.99265,10.0,0,7
2542,0.48,0.03,135.0,0.9904,12.2,0,7
2543,0.18,0.051,131.0,0.9965,8.7,0,7
2544,0.15,0.057999999999999996,105.0,0.9946,10.2,0,7
2545,0.345,0.047,205.0,0.99965,9.6,0,5
2546,0.16,0.039,147.0,0.9935,10.0,0,5
2547,0.705,0.048,57.0,0.996,9.5,0,4
2548,0.25,0.034,84.0,0.9942,11.5,0,5
2549,0.345,0.043,134.0,0.9936,9.5,0,5
2551,0.22,0.035,143.0,0.9965,9.8,0,6
2553,0.17,0.027999999999999997,99.0,0.9928,10.1,0,6
2554,0.23,0.042,117.0,0.9928,10.0,0,5
2555,0.32,0.042,133.0,0.9938,9.5,0,5
2556,0.23,0.040999999999999995,79.0,0.9926,10.2,0,7
2557,0.2,0.039,78.0,0.9926,10.2,0,7
2558,0.24,0.05,174.0,0.9983,9.0,0,6
2561,0.42,0.037000000000000005,101.0,0.992,12.3,0,7
2562,0.19,0.023,112.0,0.9923,11.6,0,6
2563,0.26,0.034,152.0,0.9972,9.5,0,6
2564,0.23,0.035,101.0,0.9928,11.5,0,5
2565,0.34,0.040999999999999995,188.0,0.9928,9.6,0,6
2566,0.22,0.039,153.0,0.9994,9.0,0,6
2568,0.08,0.027999999999999997,93.0,0.991,12.0,0,7
2570,0.42,0.019,68.0,0.9906,11.4,0,7
2571,0.42,0.017,102.0,0.9894,12.3,0,7
2572,0.27,0.02,110.0,0.9898,12.6,0,7
2573,0.13,0.046,114.0,0.9925,11.7,0,6
2574,0.3,0.054000000000000006,111.0,0.9956,9.2,0,5
2575,0.13,0.057999999999999996,131.0,0.9946,10.3,0,6
2576,0.14,0.05,189.0,0.9966,8.6,0,5
2577,0.28,0.037000000000000005,155.0,0.9951,10.7,0,7
2579,0.2,0.15,54.0,0.9927,9.8,0,5
2580,0.19,0.152,55.0,0.9927,9.8,0,6
2581,0.39,0.027000000000000003,72.0,0.9894,12.5,0,6
2582,0.36,0.026000000000000002,77.0,0.9907,11.9,0,6
2583,0.19,0.043,149.0,0.9925,10.8,0,5
2585,0.41,0.05,122.0,0.9928,10.5,0,6
2586,0.28,0.054000000000000006,161.0,0.9941,10.3,0,6
2587,0.3,0.053,163.0,0.9941,10.3,0,6
2588,0.28,0.036000000000000004,117.0,0.9935,12.0,0,7
2589,0.16,0.04,143.0,0.9932,10.2,0,6
2590,0.26,0.046,69.0,0.9944,10.2,0,4
2591,0.25,0.049,217.0,0.9972,9.9,0,5
2592,0.24,0.046,62.0,0.9940000000000001,10.1,0,4
2593,0.18,0.04,187.0,0.9956,9.5,0,6
2594,0.27,0.046,154.0,0.9927,10.5,0,6
2595,0.26,0.046,29.0,0.9924,10.4,0,5
2596,0.24,0.062,152.0,0.9966,9.5,0,6
2597,0.24,0.055999999999999994,184.0,0.9997,9.2,0,6
2598,0.21,0.046,165.0,0.9936,10.1,0,7
2599,0.19,0.05,84.0,0.9936,9.8,0,7
2600,0.28,0.045,216.0,0.9952,9.4,0,5
2601,0.28,0.045,221.0,0.9952,9.4,0,6
2602,0.24,0.063,136.0,0.9928,10.4,0,7
2603,0.36,0.038,153.0,0.9911,11.3,0,6
2605,0.18,0.044000000000000004,91.0,0.993,10.8,0,6
2606,0.52,0.052000000000000005,79.0,0.9932,9.3,0,5
2607,0.22,0.059000000000000004,199.0,0.993,10.3,0,7
2608,0.15,0.055,146.0,0.993,10.5,0,6
2609,0.16,0.043,109.0,0.9932,10.3,0,6
2611,0.16,0.048,173.0,0.9932,11.2,0,7
2612,0.16,0.057,98.0,0.9943,10.3,0,6
2613,0.25,0.048,210.0,0.9968,9.5,0,5
2614,0.16,0.064,162.0,0.9994,8.9,0,5
2615,0.39,0.036000000000000004,113.0,0.9926,10.2,0,5
2616,0.37,0.071,136.0,0.9968,9.2,0,5
2617,0.18,0.045,157.0,0.9916,10.5,0,6
2618,0.14,0.049,189.0,0.9946,9.5,0,6
2619,0.2,0.040999999999999995,125.0,0.9925,11.4,0,7
2621,0.19,0.019,188.0,0.9935,11.1,0,8
2622,0.19,0.06,174.0,0.9962,10.5,0,6
2623,0.34,0.08800000000000001,185.0,0.9928,12.0,0,6
2624,0.15,0.039,123.0,0.993,9.7,0,6
2625,0.14,0.042,140.0,0.993,10.2,0,6
2626,0.55,0.04,60.0,0.9956,9.5,0,4
2627,0.24,0.052000000000000005,128.0,0.9941,10.4,0,7
2628,0.6,0.05,245.0,0.9972,9.3,0,4
2629,0.2,0.054000000000000006,166.0,0.9948,10.5,0,6
2630,0.34,0.047,232.0,0.9955,10.0,0,6
2631,0.3,0.055,234.0,0.9972,10.2,0,6
2633,0.64,0.244,227.0,0.9983,9.1,0,3
2634,0.17,0.04,148.0,0.9942,10.2,0,6
2635,0.17,0.06,75.0,0.9936,10.7,0,5
2636,0.47,0.044000000000000004,77.0,0.9956,9.7,0,5
2637,0.15,0.034,104.0,0.9953,9.3,0,7
2638,0.17,0.035,102.0,0.9918,11.0,0,5
2639,0.68,0.047,138.0,0.995,10.8,0,4
2640,0.275,0.039,75.0,0.992,10.7,0,5
2641,0.49,0.043,104.0,0.9952,10.7,0,4
2642,0.33,0.048,243.0,1.001,8.8,0,5
2643,0.21,0.049,94.0,0.9924,10.9,0,7
2644,0.15,0.05,92.0,0.9932,10.5,0,5
2645,0.19,0.046,107.0,0.9937,10.0,0,5
2646,0.31,0.028999999999999998,61.0,0.9918,10.4,0,5
2648,0.4,0.038,75.0,0.9934,9.2,0,5
2649,0.37,0.035,116.0,0.991,12.6,0,6
2650,0.24,0.048,152.0,0.9962,9.0,0,5
2651,0.21,0.13699999999999998,123.0,0.9932,9.2,0,6
2652,0.29,0.035,86.0,0.9908,11.3,0,5
2653,0.29,0.05,119.0,0.9962,10.3,0,4
2654,0.26,0.049,111.0,0.9941,10.0,0,5
2655,0.21,0.06,111.0,0.9931,10.7,0,6
2657,0.51,0.09300000000000001,197.0,0.9981,9.0,0,5
2658,0.3,0.077,166.0,0.9944,8.7,0,4
2659,0.26,0.054000000000000006,121.0,0.992,11.6,0,7
2660,0.21,0.07,185.0,0.9966,9.4,0,5
2661,0.26,0.079,216.0,0.9956,9.5,0,5
2662,0.26,0.073,202.0,0.9956,9.5,0,5
2663,0.26,0.07200000000000001,159.0,0.9949,10.9,0,6
2664,0.22,0.054000000000000006,126.0,1.0002,9.7,0,5
2666,0.3,0.048,172.0,0.9942,9.1,0,6
2667,0.19,0.037000000000000005,125.0,0.9923,11.1,0,7
2668,0.33,0.024,87.0,0.9917,12.6,0,7
2669,0.2,0.031,147.0,0.9931,11.0,0,6
2670,0.37,0.04,166.0,0.992,11.3,0,7
2671,0.29,0.036000000000000004,118.0,0.9953,10.9,0,7
2672,0.34,0.048,192.0,0.9951,10.9,0,5
2673,0.55,0.049,186.0,0.9974,9.3,0,6
2674,0.4,0.033,124.0,0.9904,12.7,0,7
2675,0.28,0.048,180.0,0.9974,10.1,0,6
2676,0.26,0.037000000000000005,132.0,0.9944,10.0,0,5
2677,0.26,0.051,197.0,1.0004,9.8,0,5
2678,0.34,0.046,227.0,0.9952,10.1,0,6
2679,0.15,0.059000000000000004,118.0,0.9956,9.0,0,7
2680,0.27,0.038,155.0,0.995,9.4,0,6
2683,0.2,0.048,190.0,0.9995,9.2,0,6
2685,0.23,0.035,142.0,0.9942,10.1,0,7
2687,0.31,0.040999999999999995,160.0,0.9977,8.6,0,5
2689,0.24,0.027000000000000003,128.0,0.992,11.2,0,8
2691,0.24,0.037000000000000005,123.0,0.992,11.2,0,8
2692,0.17,0.034,127.0,0.9934,10.6,0,7
2693,0.21,0.049,213.0,1.0006,9.3,0,6
2694,0.21,0.048,178.0,0.9982,8.9,0,6
2695,0.21,0.069,156.0,0.9928,10.6,0,6
2696,0.17,0.038,132.0,0.9945,10.6,0,7
2697,0.24,0.045,183.0,0.9963,8.8,0,5
2698,0.24,0.033,97.0,0.9906,11.0,0,8
2699,0.28,0.04,139.0,0.9956,10.2,0,6
2700,0.29,0.039,120.0,0.9962,10.1,0,6
2701,0.29,0.025,120.0,0.9894,14.0,0,7
2702,0.17,0.027999999999999997,107.0,0.9908,11.8,0,6
2703,0.16,0.033,148.0,0.9914,11.4,0,5
2704,0.29,0.036000000000000004,117.0,0.9938,10.7,0,5
2705,0.32,0.027999999999999997,191.0,0.9922,11.5,0,7
2706,0.37,0.028999999999999998,87.0,0.9903,12.6,0,7
2708,0.29,0.024,76.0,0.9893,12.6,0,7
2709,0.22,0.054000000000000006,151.0,0.9952,9.3,0,4
2710,0.18,0.04,96.0,0.9912,12.1,0,6
2711,0.22,0.053,177.0,0.9983,9.9,0,6
2712,0.18,0.047,102.0,0.9937,10.7,0,5
2713,0.52,0.047,26.0,0.9932,10.0,0,4
2714,0.15,0.047,96.0,0.9928,10.4,0,8
2715,0.415,0.04,64.0,0.9922,10.5,0,5
2716,0.45,0.037000000000000005,216.0,0.9976,9.7,0,5
2717,0.415,0.04,64.0,0.9922,10.5,0,5
2718,0.5,0.042,138.0,0.9974,9.0,0,5
2719,0.105,0.051,106.0,0.998,9.2,0,6
2720,0.4,0.047,117.0,0.9931,10.1,0,6
2721,0.25,0.04,89.0,0.9911,11.4,0,7
2722,0.36,0.042,124.0,0.9944,10.8,0,5
2723,0.23,0.044000000000000004,135.0,0.9937,10.9,0,5
2724,0.55,0.047,182.0,0.9974,9.2,0,6
2725,0.115,0.038,166.0,0.9890000000000001,12.9,0,7
2726,0.125,0.042,99.0,0.992,12.0,0,7
2727,0.1,0.047,100.0,0.9928,9.5,0,5
2728,0.25,0.031,117.0,0.9918,11.8,0,7
2729,0.2,0.048,159.0,0.9936,9.1,0,6
2730,0.23,0.047,128.0,0.9944,9.7,0,6
2731,0.39,0.043,162.0,0.9988,9.1,0,5
2732,0.22,0.053,114.0,0.9940000000000001,10.0,0,5
2733,0.41,0.042,127.0,0.9953,10.4,0,5
2734,0.25,0.048,161.0,0.9986,9.5,0,6
2735,0.26,0.027000000000000003,178.0,0.9914,12.3,0,8
2736,0.31,0.031,170.0,0.9934,11.7,0,8
2737,0.28,0.057999999999999996,133.0,0.996,9.5,0,5
2739,0.31,0.034,91.0,0.9937,11.5,0,5
2740,0.16,0.076,57.0,0.9921,10.6,0,6
2741,0.34,0.052000000000000005,146.0,0.998,10.2,0,5
2742,0.24,0.048,131.0,0.9933,10.5,0,5
2743,0.25,0.047,132.0,0.9933,10.5,0,5
2744,0.32,0.040999999999999995,223.0,0.9959,8.9,0,5
2746,0.27,0.031,151.0,0.9936,10.6,0,5
2747,0.34,0.040999999999999995,188.0,0.9953,9.5,0,5
2748,0.17,0.025,111.0,0.9938,10.8,0,6
2749,0.25,0.038,220.0,0.9952,9.5,0,5
2750,0.32,0.042,219.0,0.9959,8.9,0,5
2751,0.6,0.042,79.0,0.9937,9.4,0,4
2752,0.395,0.035,102.0,0.992,10.6,0,6
2753,0.16,0.037000000000000005,171.0,0.9967,9.0,0,4
2754,0.33,0.034,172.0,0.9944,10.5,0,4
2755,0.3,0.054000000000000006,135.0,0.9998,9.0,0,6
2759,0.26,0.201,189.5,0.9942,9.4,0,6
2761,0.14,0.055,153.0,0.9945,9.6,0,6
2763,0.25,0.043,151.0,0.9946,10.2,0,7
2764,0.23,0.057,73.0,0.9928,10.4,0,6
2765,0.24,0.03,129.0,0.9946,10.4,0,5
2766,0.45,0.039,82.0,0.9927,9.5,0,5
2767,0.23,0.044000000000000004,113.0,0.9938,10.6,0,6
2768,0.2,0.037000000000000005,74.0,0.9918,11.0,0,5
2769,0.25,0.062,115.0,0.9966,9.9,0,6
2770,0.61,0.03,118.0,0.9954,9.6,0,5
2772,0.21,0.036000000000000004,119.0,0.9913,12.8,0,6
2774,0.22,0.045,101.0,0.9931,11.4,0,5
2776,0.26,0.036000000000000004,214.0,0.9986,10.0,0,6
2777,0.25,0.042,173.0,0.9965,9.1,0,5
2778,0.32,0.039,198.0,0.9984,9.4,0,7
2779,0.25,0.042,189.0,0.9952,10.2,0,6
2780,0.44,0.036000000000000004,167.0,0.9956,9.2,0,5
2781,0.2,0.044000000000000004,109.0,0.9949,9.4,0,5
2782,0.42,0.028999999999999998,125.0,0.996,10.1,0,6
2783,0.26,0.025,134.0,0.992,10.6,0,6
2784,0.46,0.033,138.0,0.9912,12.8,0,7
2785,0.41,0.065,225.0,0.9978,8.9,0,5
2786,0.32,0.048,184.0,0.9938,9.3,0,5
2787,0.21,0.026000000000000002,104.0,0.9914,11.1,0,8
2788,0.21,0.037000000000000005,143.0,0.9932,9.9,0,6
2789,0.26,0.068,55.0,0.9944,9.6,0,5
2790,0.25,0.024,135.0,0.9948,10.7,0,7
2792,0.26,0.07400000000000001,107.0,0.998,9.2,0,6
2794,0.22,0.042,129.5,0.9998,9.1,0,7
2796,0.37,0.025,216.0,0.9964,9.6,0,6
2797,0.22,0.038,141.0,0.9992,9.2,0,6
2798,0.25,0.02,93.0,0.9939,10.7,0,7
2799,0.18,0.027000000000000003,93.0,0.992,10.8,0,6
2800,0.17,0.027999999999999997,75.0,0.9922,10.8,0,7
2801,0.3,0.046,192.0,0.9955,9.0,0,5
2803,0.33,0.049,97.0,0.9917,10.7,0,6
2806,0.33,0.047,200.0,0.9954,9.4,0,5
2807,0.26,0.037000000000000005,171.0,0.9986,8.8,0,6
2808,0.21,0.031,134.0,0.9917,11.5,0,6
2809,0.23,0.03,125.0,0.9907,12.5,0,6
2810,0.28,0.042,59.0,0.9922,10.5,0,6
2811,0.27,0.064,188.0,0.9958,9.7,0,5
2812,0.32,0.04,155.0,0.993,11.3,0,6
2813,0.24,0.033,59.0,0.9926,10.8,0,6
2814,0.28,0.045,169.0,0.9959,10.6,0,5
2816,0.37,0.034,93.0,0.9906,11.7,0,8
2818,0.61,0.301,220.0,0.9993,9.2,0,5
2819,0.26,0.027000000000000003,126.0,0.993,11.1,0,8
2820,0.23,0.044000000000000004,217.5,0.992,11.0,0,6
